Title,Category Name,Experience,Sub Category Name,Currency,Budget,Location,Freelancer Preferred From,Type,Date Posted,Description,Duration,Client Registration Date,Client City,Client Country,Client Currency,Client Job Title
3D rendors and video walk through,Design,Expert ($$$),Interior/Exterior Design,GBP,215.0,remote,ALL,fixed_price,2023-01-19 15:01:51,"
I am interior designer based in the UK and I am looking for someone to assist with renders and visualisation of spaces, rooms and product placement.

I am looking for someone to commit a number of hours each week and would love to start with a small task to see if we are a good fit.",,2023-01-19,Walton-on-Thames,United Kingdom,GBP,
Excel Work,Business,Entry ($),Administration Assistance,GBP,8.0,remote,ALL,hourly,2023-01-19 14:59:24,"We are currently looking for someone to update our excel with some validation rules, formulas and to cross reference duplicates. 

There are multiple little projects 1st could take around 6 hours, but there will be on going work on a weekly basis.

",,2023-01-19,Peterlee,United Kingdom,GBP,
Mikrotik configuration script,Technology & Programming,Entry ($),Programming & Coding,USD,200.0,remote,ALL,fixed_price,2023-01-19 14:57:46,We are looking at for an experienced Mikrotik certified technician to write a deployment script for 2x mikrotik CRS317-1G-16S+RM. The switches are part of a highly available infrastructure deployment and we need assistance in correctly setting up the switch for best practice and support for MLAG using LACP between the 2 Mikrotik switches. We are also wanted to use the switch dedicated management port (ether1) to be use only for management. See full brief in attached pdf,,2015-04-23,Leeds,United Kingdom,GBP,
Build an AI personalised video creation platform,Technology & Programming,Expert ($$$),Programming & Coding,GBP,403.0,remote,ALL,fixed_price,2023-01-19 14:58:55,"NOTE: The budget is a placeholder: let's discuss the details for an accurate quote.

I am trying to create a platform whereby the user can record one ""template"" video, and then upload a CSV of 500 names, and then AI would deepfake the first name into the first couple seconds of the video.

Examples within the development brief attached. Most important sections would be ""How would our customers use this software?"" and ""Competition"". After reviewing this you should have a good idea of the project requirements.

If you believe you have the skillset to complete this to a high standard, please do apply and I would love to jump on a call to discuss!

DEVELOPMENT BRIEF: https://evokecapital.notion.site/AI-Development-Brief-05e35c3741364402831d62e022b37b6a",Not sure,2023-01-19,London,United Kingdom,GBP,
Need Renders of Wetroom Showing Our Products,Design,Expert ($$$),3D Design,GBP,165.0,remote,ALL,fixed_price,2023-01-19 14:55:14,"We are looking for renders of a wetroom / bathroom showing our Thermopanel products. Attached is a sample showing the general idea of what we would like. We would also like another render of the exact same shot, but a completely tiled and finished bathroom. So it will be a before and after. And also a split render showing half and half. We are wanting it to be a photorealistic render.

Our products that need to be included:
Tile Backer Boards:
https://www.thewetroomstore.co.uk/thermopanel-tile-backer-boards-1250-x-600mm/

Pipe Boxing:
https://www.thewetroomstore.co.uk/thermopanel-pipe-boxing/

Tile On Bench:
https://www.thewetroomstore.co.uk/thermopanel-tileable-shower-seat-bench-for-wet-rooms/

Tileable Bath Panel:
https://www.thewetroomstore.co.uk/thermopanel-tileable-bath-panels/

Shower Niche:
https://www.thewetroomstore.co.uk/thermopanel-tileable-shower-niche-with-flange/

Waterproof Tape & Waterproof Pipe Collar (please see JIT image for reference on how we want this to look)
https://www.thewetroomstore.co.uk/wet-room-waterproofing-shower-tanking-tape-corners-fleece-membrane-collar-bath/

Linear Shower Trays:
https://www.thewetroomstore.co.uk/shower-tray-former-with-linear-drain/
",1 - 2 weeks,2016-02-15,Ipswich,United Kingdom,GBP,Driector
Merge two existing designs for Exhibition roll up banner,Design,Entry ($),Graphic Design,GBP,25.0,remote,ALL,fixed_price,2023-01-19 14:39:49,"I am looking for an experienced designer that has delivered stunning panel/roll-up banner designs for B2B type events/exhibitions/conferences. Attached are some of the banners we like, if you think you can deliver something similar, then please get in touch.

PSD for both existing panels will be provided. 

Brief Attached. ",,2014-03-24,City of London,United Kingdom,USD,Manager
New Website design ,Design,Expert ($$$),Web Design,GBP,350.0,remote,ALL,fixed_price,2023-01-19 14:37:49,"I need a developer to work with me on a project and I will provide the designs you need to code on to WordPress.

- 6 - 8 page site
- search car function 
- form


Please get in-contact if you have lots of experience building WordPress websites.
",,2020-12-13,London,United Kingdom,GBP,Art Director
I need a 3-4 3D animation created to follow a script ,Design,Intermediate ($$),3D Design,GBP,250.0,remote,ALL,fixed_price,2023-01-19 14:24:52,"Hi, I need a 3-4 Minute 3D cartoon animation created for my business. This animation will following a script that I have created. It will be about a restaurant owner who is struggling with his business and wants help, he then finds help when he meets someone from my company. And the rest will be animation showing my services and how we do what we do. Hopefully that helps a little. We will of course need have a video call to discuss the project. Thank you very much ",,2022-11-25,London,United Kingdom,GBP,
HELP !!  Changes to a Website ,Design,Expert ($$$),Web Design,GBP,88.0,remote_country,GB,fixed_price,2023-01-19 14:11:28,"Hi I recently had a website designed by a designer on WIX platform. For some reason the wed design has disappeared as i have tried to contact them via email  and phone  and don't have any access to the site except for the domain but I need the following changes made.  

Changes to the current logo as we would like a OAK leaf instead of the one which shown 

The Landline number is not being displayed on the Mobile version which is 01922 513964 

The photos are not being displayed in the correct order 

I have further qualifications to add to the site as a PDF 

is this something i can change or would the site need remaking ? 
",,2019-09-30,Sidcup,United Kingdom,GBP,
Design MailChimp or other platform Editable Newsletter Template,Digital Marketing,Entry ($),Email Marketing,GBP,50.0,remote,ALL,fixed_price,2023-01-19 14:07:25,"looking to have a newsletter created for my fulfilment business (e-pickpack)
This newsletter will be sent to 100 B2B contacts so i think mailchimp will be the best platform but open to any suggestion
I will need a professionnal look and I will brief on the target/content
I want to be able to modify the content on my own, to modify the message for the following newsletter. We will need to add a link in the newsletter to be trackable via google and my wordpress website.",,2015-08-04,Le Cannet,France,GBP,"E-Fulfilment - On-Line Selling, Storage, Picking, Packing, Customer Service and Returns"
Scrapping website details required,Technology & Programming,Entry ($),Website Development,EUR,50.0,remote,ALL,fixed_price,2023-01-19 13:56:58,"I need details from a website scrapped, automated. It will include photos and text.
More details upon request",,2020-02-03,Marbella,Spain,EUR,
Basic animation for YouTube videos ,Design,Intermediate ($$),Animation,GBP,25.0,remote,ALL,fixed_price,2023-01-19 13:51:53,Basic 2 minute audio - requires some complimentary animation ,,2010-09-11,Wandsworth,United Kingdom,GBP,.
Prepare Monthly Management Accounts,Business,Entry ($),Finance & Accounting,GBP,100.0,remote,ALL,fixed_price,2023-01-19 13:49:20,"Hello, 

I am looking for someone with experience in accounting for hospitality firms, using Xero, to prepare our monthly management accounts.

Kind Regards,

Tim
 ",,2011-03-09,Greenwich,United Kingdom,GBP,Website Development / Affiliate Marketing
Brochure Italian Alcohol ,Design,Intermediate ($$),Graphic Design,EUR,80.0,remote,ALL,fixed_price,2023-01-19 13:49:20,"Hello, I need to make a beautiful and professional version of our brochure.

",,2016-08-20,Milano,Italy,EUR,Head of Design
ongoing design and artwork projects,Design,Expert ($$$),Graphic Design,GBP,25.0,remote,ALL,hourly,2023-01-19 13:40:08,We are looking for skilled and dedicated graphic designers for both 'grunt work' such as drawing floorplans through to graphic and digital design across a number of clients. This is a UK company though home working is fine for these assignments. An hourly rate would apply to certain projects and a 'per item' such as floor plans would apply when required. We are looking to develop long-term relationships with the right people. We are based in Surrey,,2016-04-11,Frimley,United Kingdom,GBP,
Limited Edition Luxury fashion brand ,Design,Expert ($$$),Fashion & Clothing,GBP,200.0,remote,ALL,fixed_price,2023-01-19 13:47:20,"I need a designer who can put together a collection for a luxury fashion brand upstart. Budget Adjustable
I have the brand Logo already",1 - 2 weeks,2023-01-19,Duisburg,Germany,EUR,
Content writer specialized in writing Home Improvement,Writing & Translation,Entry ($),Content Writing,USD,22.0,remote,ALL,fixed_price,2023-01-19 13:40:07,"I am  looking for a content specialist that has a good experience writing content about plumbing, home improvement DIYs - please only apply if you have enough experience. ",,2014-08-20,Los Angeles,United States,USD,"SEO, Local SEO, Online Marketing Specialist and Consultant"
Assistance with developing an App,Design,Expert ($$$),Web Design,GBP,88.0,remote,ALL,fixed_price,2023-01-19 13:40:07,I am looking for someone who can develop an app for me.,,2018-11-14,Walthamstow,United Kingdom,GBP,
SEO - For a website,Digital Marketing,Expert ($$$),SEO,GBP,96.0,remote,ALL,fixed_price,2023-01-19 13:49:33,"Hi all,

Looking for SEO, for London and areas around.

Looking for monthly cost.

Website : https://www.designextension.co.uk/

",,2009-10-09,Croydon,United Kingdom,GBP,ARCHITECTURAL DESIGNER / CGI / 3D ARCHITECTURAL VISUALISER  http://designextension.co.uk/
SketchUp models to be created ,Design,Entry ($),3D Design,GBP,10.0,remote,ALL,hourly,2023-01-19 13:19:12,"I need several SketchUp models to be created please showing our Float sliding panel system. Can you do? I don't need them animating but just need SketchUps to be made that we can use for rendering and also for showing customers for inspiration.

I would need to have the actual SketchUp models sent to me upon completion.

Please send me jpeg examples of SketchUp models you have done in the past if you are interested. 

Our Float system can be seen here FYI: https://creatif.org.uk/solutions/adaptif/product-float/ and also a video here: https://youtu.be/n367pcWWfDM

Thanks,
Dwight ",,2014-01-14,Leeds,United Kingdom,GBP,Sales & Marketing Director
Claim Instagram Handle From an Inactive User,Social Media,Intermediate ($$),Instagram Marketing,GBP,100.0,remote,ALL,fixed_price,2023-01-19 13:15:54,"Hi, 

We're looking for someone who can help us claim an IG handle (username) from another user that is not being used (i.e. the account has no bio or images).

Ideally need this done quickly. 

Thanks",,2020-01-28,London,United Kingdom,GBP,SEO & Digital Marketing Manager
Wordpress Website Update,Design,Expert ($$$),Web Design,GBP,88.0,remote,ALL,fixed_price,2023-01-19 13:07:21,"I am looking for someone to update the footer and logos around the website and the contact form 7. 

The footer is company logo's who use our services, we have all the new logos and would like some pictures changed on the website. 

The contact form will need to have a drop down (conditioning Fielding) option depending on the customers selection. 

We currently use reCAPTCHA, but are looking for another spam plugin to reduce the amount of spam we receive through the contact form. 


",,2018-09-04,Bristol,United Kingdom,GBP,
Code Two Compliant Email Signature Required,Technology & Programming,Entry ($),Email Template Development,GBP,60.0,remote,ALL,fixed_price,2023-01-19 10:54:29,"I am looking for someone who can create an email signature which MUST integrate with Code Two email software.
I have the individual design elements – and how the finished signature should look but the IT guys are telling me that this version does not properly load to Code Two. These can all be found in this file:
https://www.dropbox.com/scl/fo/aggv2vfu9zkrw7rmo1dre/h?dl=0&rlkey=fpnti0duj2y0xzb4xjft8ipp9
The signature should be exactly as per the artwork. 
This is an urgent requirement for a client of mine so we need a quick turn around on this.

https://www.codetwo.com/?gclid=CjwKCAjwh4ObBhAzEiwAHzZYUw1gew4IHr1_mAVfOhJ1jRBd1uPjOZxEzPotsV1xW8mhBZgyhUpKGBoCYSgQAvD_BwE
",,2019-08-19,Aberdeen,United Kingdom,GBP,
3 flyers designed and logo,Design,Entry ($),Graphic Design,GBP,30.0,remote,ALL,fixed_price,2023-01-19 10:59:41,"I need 3 flyers designed - basic but good. I need inspiration 


These will be emailed to people 
1st one Brandon's 16th Birthday (he's into musical theatre)
2nd one Madison's batmitzvah (she's into dance and Netflix)
3rd one is a combined Brandon's, Madison's and Spencer's 50th birthday  (I'm Spencer)

Happy to supply pics of us if you want to incorporate this into the flyer

Brandon's ones will be sent to his friends 
Madison's ones will be sent to her friend's 
Combined one sent to our friends who need to know that the party is for all 3 of us

We also need a logo and name for the combined one that involves all our names Spencer Brandon and Madison 

We all love musical theatre,  movies,  TV and fun


Logo needs to be loud and stand out as this will be on the combined invite 

Logo will be used on TV screens throughout the night 

Invite will be sent by email

Hope this gives you enough information  - I'm looking for inspiration  - prefer UK based but happy to deal with worldwide as long as communication is great 

Budget maximum £30

 ",,2011-12-28,City of Westminster,United Kingdom,GBP,
I need my 10min research presentation video and PP edited!,"Video, Photo & Image",Intermediate ($$),Videography,EUR,27.0,remote,ALL,hourly,2023-01-19 10:48:45,"I'll film myself presenting & give you my powerpoint presentation - it's a 10min educational video on some research I've done, it would be so great to get some help putting together transitions and even jazzing up (not sure that's the right word) the powerpoint. Plan would be I send you the materials tomorrow morning, then you can spend the day putting it together + checking in with me on any design questions etc. Thanks heaps, hope to hear from you so soon!",,2023-01-19,Paris,France,EUR,
Quick Edit of my video,"Video, Photo & Image",Entry ($),Filmmaking,GBP,20.0,remote,ALL,fixed_price,2023-01-19 10:40:37,"I need someone in the next couple of hours who can do a quick edit of my video, adding in a couple of stills and replacing a 2 second clip with another one. 20 minute job",,2016-05-20,London,United Kingdom,GBP,
Frontend Lead for a fast growing up-skilling startup,Technology & Programming,Intermediate ($$),Programming & Coding,USD,26.0,remote,ALL,hourly,2023-01-19 10:46:54,"Job Description

We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming. Responsibilities will include translation of the UI/UX design wireframes to actual code that will produce visual elements of the application. You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks as well as how it works.

Responsibilities

Develop new user-facing features
Build reusable code and libraries for future use
Ensure the technical feasibility of UI/UX designs
Optimise application for maximum speed and scalability
Assure that all user input is validated before submitting to back-end
Collaborate with other team members and stakeholders

Skills And Qualifications

At least 5+ years of working experience on Web technologies.
Proficient understanding of web markup, including HTML5, CSS3
Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS
Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery
Good understanding of advanced JavaScript libraries and frameworks, such as NextJS, ReactJS or AngularJS or Vuejs etc.
Good understanding of asynchronous request handling, partial page updates, and AJAX
Basic knowledge of image authoring tools, to be able to crop, resize, or perform small adjustments on an image. Familiarity with tools such as Gimp or Photoshop is a plus.
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Proficient understanding of code versioning tools, such as Git / SVN.
Good understanding of SEO principles and ensuring that application will adhere to them.

Good to have:
1. NodeJS and GraphQL",Ongoing,2023-01-19,Mumbai,India,USD,
Combine several product images to create one image. ,"Video, Photo & Image",Entry ($),Image Editing,GBP,26.0,remote,ALL,fixed_price,2023-01-19 10:31:31,"Take individual images and create one collage image.

Images must be kept in proportion.

25 X Images required.",,2022-12-07,Salisbury,United Kingdom,GBP,
Looking experienced SASS scss/sass developer Only,Technology & Programming,Entry ($),Website Development,GBP,12.0,remote,ALL,hourly,2023-01-19 10:14:50,Looking for an experienced SASS scss/sass developer required to have experience in wide range of dynamic css and variable in sass and CSS.,,2010-09-25,Staines,United Kingdom,GBP,"Website design, Development Company, Internet Marketing and App IOS/Android Development"
Magneto expert to fix the cron job ,Technology & Programming,Entry ($),Website Development,GBP,20.0,remote,ALL,fixed_price,2023-01-19 10:08:42,"This is the error coming in my website suddenly, i am not able to login in the admin and this is showing invalid capcha. 

And there is two message of crong job that is showing in the dashboard. 

Thus is urgent job if you are readdy please let me know. 

best regards",,2015-05-23,Chandigarh,India,GBP,Website Development |  Digital Marketing | UI/UX Designing |
Website SEO improving / ranking,Digital Marketing,Expert ($$$),SEO,GBP,100.0,remote,ALL,fixed_price,2023-01-19 10:06:34,"We have an online website for our business which opened last year February. I would like you to look into the website and see if you can improve ranking / seo.

What would be the procedure?

The business is http://www.smithtools.co.uk

Looking forward to hearing from you.
Regards
Ben.",,2023-01-18,London,United Kingdom,GBP,Director
Wordpress back-end functionality help,Technology & Programming,Intermediate ($$),Website Development,GBP,25.0,remote,ALL,hourly,2023-01-19 09:59:36,"I'm working on a site which is almost complete but I just need to add a certain piece of functionality. I am a) too busy to do it myself. b) too slow with this kind of thing to do it myself. It's all about self-populating forms from customers' details. Hopefully not too tricky for someone who knows a bit more than I do.

Strictly UK only, please. Quick response welcome as deadline looming!

Further work a very real possibility. 

Thank you. ",,2011-12-20,Nottingham,United Kingdom,GBP,Creative Director
Looking for eCommerce Manager LONG TERM (UK market),Digital Marketing,Expert ($$$),eCommerce Marketing,GBP,105.0,remote,ALL,fixed_price,2023-01-19 09:53:27,"
We are looking for an ecommerce manager to look after online shops for our newly incorporated tool and hardware business. We would like to grow the business onto the online market this year.
We opened our business last year February and this year we would like to focus on online marketing to convert leads into sales.
We have a website, facebook and instagram pages and if you wish we can share access to.

Let me know if this is something that you would be interested.

We are looking for a long term however the beginning (3 months) would be a trial to see if you can do it and work together with us.

Looking forward to hearing from you.

Many thanks . Ben.",,2023-01-18,London,United Kingdom,GBP,Director
"Book on martial arts, psychology and learning - short review",Writing & Translation,Entry ($),Creative Writing,GBP,10.0,remote,ALL,hourly,2023-01-19 10:00:58,"Hi, I'm looking for people interested in martial arts, combat sports, psychology and personal development - to read a draft of the book and briefly tell me which parts are interesting, and which could be removed or changed. It's ca. 45 000 words long. So it's a free book for a short, productive review. A sample is attached ",,2017-03-20,Lodz,Poland,USD,
Funnel / Landing Page Design For My Clients,Design,Expert ($$$),Web Design,GBP,380.0,remote,ALL,fixed_price,2023-01-19 09:46:20,"Hey I'm looking for a talented designer to help my agency with funnel designs for clients. 

All of the layout and information on the landing pages is complete however they all need design customisation. If I find the right person I can guarantee a steady stream of work for the remainder of 2023 at £380 a funnel.

This is all about DESIGN! Examples will be given for what each funnel should look like alongside a brief and timeline/deadline. 

If you apply please send through examples of funnels you've designed. 

The funnels are in Go High Level and Clickfunnels. 

Hope to find the right person. Speak Soon,

Aaron",,2015-11-18,London,United Kingdom,GBP,
Need a shopify developer on monthly basis,Technology & Programming,Expert ($$$),Website Development,USD,341.0,remote,ALL,fixed_price,2023-01-19 09:22:52,"Need an expert Shopify developer on a monthly basis who can handle all complex levels of coding. NOTE: I am NOT looking for a Shopify designer, who can just handle the design, I am looking for a Shopify developer who can custom-build functionality as well. ",,2015-07-17,Hyderabad,India,GBP,"Shopify, Wordpress  & Magento  Ecommerce & CMS Expert - Magento Customization, Module development, Theme customization, Performance Optimization, Speed Optimization.."
Housebuilders VAT Return (ADVICE),Business,Entry ($),Finance & Accounting,GBP,35.0,remote,ALL,fixed_price,2023-01-19 09:17:26,"Hi

We are housebuilders and have sold a property (barn conversion) in the last VAT quarter and don't know where to put the sale on the VAT Return.  ie exempt, zero rated etc and the box number.  We basically just need advice on this which will probably take someone 10 minutes maximum.

Thanks",,2021-08-26,Puteaux,France,GBP,
Social Media Design Support ,Social Media,Expert ($$$),Social Media Assistance,GBP,110.0,remote,ALL,fixed_price,2023-01-19 08:49:08,"We are looking for experienced designers with specific experience in video editing and graphic design; creating new, fun, and engaging content for our social media channels.  Key for us is someone who has several years of experience (with a supporting portfolio) in video/mobile-first approach; a passion for video story-telling.  

The platforms we are looking for support on are: 
•	TikTok
•	YouTube
•	Instagram Reals  

We have a multi-year contract with a UK university, and we are looking to develop long-term relationships.

If you want to be considered kindly send the following:

•	CV
•	Link to your portfolio (social media video editing & graphic design)
•	Rate card   

Many thanks and have a great day. 
",,2020-08-05,Bedworth,United Kingdom,GBP,
I need an app to show different colour window panes ,Technology & Programming,Entry ($),Website Development,EUR,10.0,remote,ALL,hourly,2023-01-19 08:49:36,I need an app/program to show different colour window panes so customers can see different options ,,2022-09-10,Dublin,Ireland,EUR,
Google PPC,Social Media,Expert ($$$),Social Media Analysis,GBP,30.0,remote,ALL,hourly,2023-01-19 07:59:53,"I am looking for someone who has extensive knowledge of Google marketing to analyse our existing campaigns and improve our ads and responses.

The campaigns are local and limited to one city to attract trade to a retail service location

www.supersoapboxpitstop.com

Regards
David",,2020-05-22,Pudsey,United Kingdom,GBP,
I need to get a site back,Technology & Programming,Entry ($),Website Development,GBP,15.0,remote,ALL,fixed_price,2023-01-19 07:59:53,"Hi!

I have the link of my back up and I need someone who is able to set my site back temporarily just to recover some information I need from it. 

Erika ",,2014-06-07,Naucalpan de Juarez,Mexico,GBP,Fashion marketer
Background removal and color correction of product images.,"Video, Photo & Image",Expert ($$$),Image Editing,EUR,101.0,remote,ALL,fixed_price,2023-01-19 07:56:00,"I have an online supermarket and I want someone to clear the images of the products. I do not need anything really extreme, just to remove background, correct the colors, and rotate the image so it can be straight. I have 2-5 images per product. This will be a long term project as I have 1000s of products. I will need to receive images for approximately 100 products each day. This means that I will need around 300 images per day. You can find attached 1 example ",,2022-10-11,Larnaca,Cyprus,EUR,Professional Certified Digital Marketer with Innovative Ideas for Engaging Content
I need a bag designer who specialises in materials,Design,Expert ($$$),Fashion & Clothing,GBP,200.0,remote,ALL,fixed_price,2023-01-19 07:53:08,"I need a bag designer who knows about materials, tailoring, manufacturing and usability of bags. I would need assistance in deciding the best materials, and process for creation of a bag I have already designed and thought of.",,2022-09-18,London,United Kingdom,GBP,
Voice Coach - General American Accent,Music & Audio,Entry ($),Voice Training,GBP,15.0,remote,ALL,hourly,2023-01-19 07:55:34,"hi there - I am looking for help with speaking in a general American accent for a part in a play I have just taken up (The Philadelphia Story). It's an amateur production, of course, but I want to do the best possible job, and at the moment I am not very good! If you can help, please get in touch!!! As this is for personal use, I don't have a commercial budget, so cost will be more of an issue than it normally is when i am looking for the right person on PPH. Sorry about that, but it could of course lead on to bigger and better things, as we do need voiceover actors for videos we create for clients from time to time. i have suggested £15 per hour, but happy to look at more or less of course!",,2011-12-12,London,United Kingdom,GBP,Managing Director
"Need new website, using Elementor Pro",Design,Expert ($$$),Web Design,USD,150.0,remote,ALL,fixed_price,2023-01-19 07:37:02,"I started a new web site but in over my head. You can use that template or start from scratch. Looking for sharp and stunning display. This will be the 3rd person on PPH that i will attempt to hire to get this done. Im looking for fast turn around because Im way behind now. The other 2 were unresponsive. The website will have home page and 4 other pages. Looping video will be playing on all 5 pages. Most the content is my photography, Video and drone work. Please dont waist my time",,2019-11-02,San Pedro,United States,USD,
Generating unique excel file,Technology & Programming,Entry ($),Data Science & Analysis,USD,200.0,remote,ALL,fixed_price,2023-01-19 07:16:04,"I have a dump of excel files having persons name and  other details. Some details are common and other details are exclusive of other files. Also there are duplicate files in the dump.

I want to generate a unique excel file out of this dump.

Tips/Tricks/Programming all welcome for a quick and sensible solution. It would be better to hear if you have done the same problem in past....",,2019-02-14,New Delhi,India,GBP,
Contract Agreement ,Business,Entry ($),Administration Assistance,GBP,55.0,remote_country,GB,fixed_price,2023-01-19 07:06:52,"I am looking for someone who can provide an English-law Terms of Agreement contract and an MOU at short notice for two businesses coming together.
No time wasters, please!!!
",1 day or less,2019-03-25,Oxford,United Kingdom,GBP,
I need to create a banner to advertise an app,Design,Expert ($$$),Graphic Design,USD,150.0,remote,ALL,fixed_price,2023-01-19 07:11:46,"I have an app for an online clothing store, and I need to create a banner to use as an advertisement.

The app itself is minimalist and aesthetic. The banner can be the same, but it can also be something bright and interesting, the main thing is that it should fit the interface of my app.",1 - 2 weeks,2022-09-18,Minsk,Belarus,USD,Books Illustration | Comics | Manga | Line Art Illustration
Create mock for beanie hat,Design,Entry ($),Fashion & Clothing,GBP,25.0,remote,ALL,fixed_price,2023-01-19 02:52:18,"Create a mock for a beanie hat, the design/mock will need to include our logo embroidered ",,2019-01-06,Leicester,United Kingdom,GBP,Entrepreneur
Call My 100 Hot Leads,"Marketing, Branding & Sales",Entry ($),Sales & Calls,USD,75.0,remote,ALL,fixed_price,2023-01-19 02:50:25,"Our in-house team generates leads, and we need someone to deal with those warm and hot leads on an ongoing basis. 

****Only NATIVE English speakers please****",,2015-08-21,Leeds,United Kingdom,GBP,"Award-Winning | UK-Based, Google's Advanced Level Certified Marketing Professionals | SEO | SEM | SMM  Services"
To design multiple covers for a range of books.,Design,Entry ($),Graphic Design,GBP,58.0,remote,ALL,fixed_price,2023-01-19 02:55:01,Seeking a designer that can create covers for a range of books. This will need to be done on the basis of a simple description. A designer that is highly creative and skilled is desired that is able to create ideas which produce art work which is simple but eyer-catching and memorable.,,2022-11-05,London,United Kingdom,GBP,
Logo design for small business,Design,Entry ($),Graphic Design,GBP,61.0,remote,ALL,fixed_price,2023-01-19 02:56:00,"I need logo design for my small business, the business is gift shop.",,2020-05-23,Cirebon,Indonesia,GBP,UI/UX Designer
"Adding selected products to Woocommerce store , data entry",Business,Entry ($),Administration Assistance,GBP,10.0,remote,ALL,hourly,2023-01-19 02:45:32,"I'm looking for someone with Woocommerce , wordpress experience to add Food , Drink products to the Webstore.

The affiliate product links will be provided 

You will need to carefully and manually add
Product title 
Long and short description 
Product  details,  attributes 
Product image
Product link
Price
Correct category 
Producer tag 

A demonstration video will be provided 

The exact format of post must be copied 

I will provided by brand,  category at a time in batches to help you ",,2013-09-07,Tredegar,United Kingdom,GBP,Audio Producer
RECEPTIONIST NEEDED,Business,Expert ($$$),Administration Assistance,GBP,83.0,remote,ALL,fixed_price,2023-01-19 03:12:36,"We are in need of experienced or inexperinced receptionists for gentlemans club agency to work mostly afternoon -evenings and evening till nights good pay and comission .The job will be mostly making bookings for clients and and filling in closed appointments online and making sure that you log each transaction/appointment corretly.This is a remote job, all is online and by telephone hours are flexible .

Rhodes",,2023-01-18,London,United Kingdom,GBP,
I need a new cleaner/simpler theme for my wordpress website,Technology & Programming,Entry ($),Website Development,GBP,150.0,remote,ALL,fixed_price,2023-01-19 03:13:23,"I need a new theme for my website: fizz86.co.uk

I need a white theme, a bit more cleaner, stilll with images/video, all the pages etc

I need this turning around ASAP",,2015-04-23,Wolverhampton,United Kingdom,GBP,CAA Approved Drone Pilot  // Cinematographer // Film/Video Producer/Editor
Need photos edited to show people using my water slides,"Video, Photo & Image",Entry ($),Image Editing,GBP,12.0,remote,ALL,fixed_price,2023-01-19 02:46:39,"I need 10 images created showing people using my waterslides.

The purpose of the photos will be to go on a website as well as eBay and other e-commerce sites to demonstrate the slides being used. And the images on the websites are likely to be quite large, so a high resolution is necessary. 

I can send some examples of the kind of thing I would like to achieve. Naturally, I would like them to look as realistic as possible, I realise they are unlikely to be as perfect as an actual photo of people using them! The photos I have currently are largely of the slide itself, in a garden, with nobody using them. I need the images edited to show them being used by people sliding on them, with water

I will send you all the photos I have so you can make a decision on which are best to work with. I would suggest perhaps using copyright free stock images of people to create the finished photos. I have attached one of the photos as an example, so you can see what you'll be working with.
",,2017-11-13,Chelmsford,United Kingdom,GBP,
